County,year,total_medicaid_payments,total_medicaid_recipients
ADAIR,2011,18226353.0,23985.0
ADAIR,2012,15051646.0,23355.0
ADAIR,2013,14457866.0,22595.0
ADAIR,2014,16707055.0,26461.0
ADAIR,2015,19186761.0,26177.0
ADAIR,2016,11600362.0,23881.0
ADAIR,2017,19797830.0,28198.0
ADAIR,2018,24436210.0,36586.0
ADAIR,2019,26267348.0,32988.0
ADAIR,2020,24986590.0,30066.0
ADAIR,2021,28240480.0,38726.0
ADAIR,2022,29964966.0,40402.0
ADAIR,2023,34745143.0,42795.0
ADAIR,2024,68871821.0,47873.0
ADAMS,2011,14301871.0,15325.0
ADAMS,2012,15155058.0,14865.0
ADAMS,2013,13563678.0,14273.0
ADAMS,2014,14232158.0,17265.0
ADAMS,2015,14821361.0,16465.0
ADAMS,2016,8187581.0,14418.0
ADAMS,2017,11481088.0,16332.0
ADAMS,2018,14688916.0,21528.0
ADAMS,2019,15076570.0,17952.0
ADAMS,2020,14728104.0,15818.0
ADAMS,2021,16476704.0,20616.0
ADAMS,2022,17399804.0,22302.0
ADAMS,2023,18806380.0,23644.0
ADAMS,2024,19069210.0,21952.0
ALLAMAKEE,2011,35676559.0,52461.0
ALLAMAKEE,2012,35653298.0,52723.0
ALLAMAKEE,2013,34460093.0,51563.0
ALLAMAKEE,2014,35509711.0,58669.0
ALLAMAKEE,2015,37362850.0,55635.0
ALLAMAKEE,2016,20462000.0,49192.0
ALLAMAKEE,2017,35252833.0,59540.0
ALLAMAKEE,2018,40634911.0,74467.0
ALLAMAKEE,2019,44205169.0,63092.0
ALLAMAKEE,2020,40954371.0,55944.0
ALLAMAKEE,2021,45933679.0,69444.0
ALLAMAKEE,2022,47864638.0,73176.0
ALLAMAKEE,2023,49466594.0,76472.0
ALLAMAKEE,2024,45576146.0,71334.0
APPANOOSE,2011,44056137.0,63731.0
APPANOOSE,2012,41907367.0,62868.0
APPANOOSE,2013,40363533.0,61659.0
APPANOOSE,2014,46981792.0,73860.0
APPANOOSE,2015,53122067.0,80052.0
APPANOOSE,2016,28731262.0,67333.0
APPANOOSE,2017,51241306.0,75825.0
APPANOOSE,2018,62318950.0,94652.0
APPANOOSE,2019,65940454.0,84940.0
APPANOOSE,2020,62154016.0,76754.0
APPANOOSE,2021,67763080.0,93298.0
APPANOOSE,2022,69144296.0,94428.0
APPANOOSE,2023,71825966.0,95156.0
APPANOOSE,2024,67891708.0,86894.0
AUDUBON,2011,11626921.0,16321.0
AUDUBON,2012,12642552.0,16768.0
AUDUBON,2013,11723560.0,17667.0
AUDUBON,2014,13451550.0,21140.0
AUDUBON,2015,16585204.0,23825.0
AUDUBON,2016,9746564.0,21043.0
AUDUBON,2017,14184001.0,24206.0
AUDUBON,2018,16918434.0,30592.0
AUDUBON,2019,17852296.0,26286.0
AUDUBON,2020,17657127.0,23740.0
AUDUBON,2021,21332848.0,30130.0
AUDUBON,2022,22970157.0,32570.0
AUDUBON,2023,23003936.0,33452.0
AUDUBON,2024,21083041.0,30096.0
BENTON,2011,45360391.0,70327.0
BENTON,2012,41634033.0,67568.0
BENTON,2013,45817554.0,68036.0
BENTON,2014,57636609.0,83325.0
BENTON,2015,68117079.0,87934.0
BENTON,2016,35291753.0,77490.0
BENTON,2017,58012665.0,88704.0
BENTON,2018,69460099.0,111422.0
BENTON,2019,72466731.0,95501.0
BENTON,2020,66679680.0,86176.0
BENTON,2021,77286424.0,109535.0
BENTON,2022,82318376.0,116796.0
BENTON,2023,84708512.0,121544.0
BENTON,2024,83504951.0,112179.0
BLACK HAWK,2011,328159619.0,514658.0
BLACK HAWK,2012,309044982.0,502218.0
BLACK HAWK,2013,311056316.0,513304.0
BLACK HAWK,2014,384165303.0,655641.0
BLACK HAWK,2015,428187599.0,691950.0
BLACK HAWK,2016,240196059.0,590823.0
BLACK HAWK,2017,402788636.0,691273.0
BLACK HAWK,2018,495695902.0,821456.0
BLACK HAWK,2019,511319526.0,704471.0
BLACK HAWK,2020,490857287.0,650093.0
BLACK HAWK,2021,562458976.0,824040.0
BLACK HAWK,2022,591663631.0,877311.0
BLACK HAWK,2023,650009129.0,987547.0
BLACK HAWK,2024,642384889.0,1002611.0
BOONE,2011,157329307.0,83661.0
BOONE,2012,151040329.0,81936.0
BOONE,2013,169101631.0,83145.0
BOONE,2014,154887526.0,97477.0
BOONE,2015,165072145.0,100301.0
BOONE,2016,81172565.0,87081.0
BOONE,2017,77577897.0,99065.0
BOONE,2018,96597102.0,125338.0
BOONE,2019,96130370.0,104382.0
BOONE,2020,90295092.0,94040.0
BOONE,2021,102146452.0,119036.0
BOONE,2022,105328156.0,123948.0
BOONE,2023,107287789.0,126326.0
BOONE,2024,100270444.0,111010.0
BREMER,2011,34443336.0,44750.0
BREMER,2012,33419297.0,43700.0
BREMER,2013,28086835.0,44435.0
BREMER,2014,35130097.0,55048.0
BREMER,2015,38967295.0,57283.0
BREMER,2016,22376222.0,52489.0
BREMER,2017,39127091.0,60907.0
BREMER,2018,51288540.0,78852.0
BREMER,2019,50744454.0,67164.0
BREMER,2020,49544490.0,60180.0
BREMER,2021,58097586.0,80512.0
BREMER,2022,62499276.0,87770.0
BREMER,2023,67347890.0,92082.0
BREMER,2024,60523266.0,81856.0
BUCHANAN,2011,43171160.0,61232.0
BUCHANAN,2012,42709349.0,59546.0
BUCHANAN,2013,40949531.0,58592.0
BUCHANAN,2014,51160614.0,72841.0
BUCHANAN,2015,53440882.0,81987.0
BUCHANAN,2016,36173642.0,70995.0
BUCHANAN,2017,50760379.0,79326.0
BUCHANAN,2018,60842006.0,98034.0
BUCHANAN,2019,60536134.0,78909.0
BUCHANAN,2020,58335493.0,71739.0
BUCHANAN,2021,67566138.0,92029.0
BUCHANAN,2022,71376480.0,96393.0
BUCHANAN,2023,71647700.0,97624.0
BUCHANAN,2024,66623936.0,87514.0
BUENA VISTA,2011,44052568.0,86868.0
BUENA VISTA,2012,43400014.0,85024.0
BUENA VISTA,2013,46371261.0,89688.0
BUENA VISTA,2014,56144916.0,105646.0
BUENA VISTA,2015,62569606.0,102805.0
BUENA VISTA,2016,34018460.0,87575.0
BUENA VISTA,2017,54664079.0,102856.0
BUENA VISTA,2018,67058533.0,130489.0
BUENA VISTA,2019,64547493.0,106458.0
BUENA VISTA,2020,62032218.0,96916.0
BUENA VISTA,2021,75024594.0,127739.0
BUENA VISTA,2022,79353569.0,138758.0
BUENA VISTA,2023,84613879.0,150226.0
BUENA VISTA,2024,82340139.0,144017.0
BUTLER,2011,31752929.0,45523.0
BUTLER,2012,29947647.0,43953.0
BUTLER,2013,31143787.0,43554.0
BUTLER,2014,37452412.0,53577.0
BUTLER,2015,42704269.0,63051.0
BUTLER,2016,24867748.0,54116.0
BUTLER,2017,37930233.0,58450.0
BUTLER,2018,43918618.0,71043.0
BUTLER,2019,43167892.0,57574.0
BUTLER,2020,39673282.0,50938.0
BUTLER,2021,46287960.0,65442.0
BUTLER,2022,47901072.0,67474.0
BUTLER,2023,48396918.0,67910.0
BUTLER,2024,46869938.0,60822.0
CALHOUN,2011,26597164.0,31345.0
CALHOUN,2012,24340048.0,30223.0
CALHOUN,2013,23562666.0,29704.0
CALHOUN,2014,26808848.0,35578.0
CALHOUN,2015,29958471.0,36656.0
CALHOUN,2016,16323240.0,32784.0
CALHOUN,2017,24348208.0,38868.0
CALHOUN,2018,31752798.0,49502.0
CALHOUN,2019,32750466.0,43560.0
CALHOUN,2020,30478758.0,39368.0
CALHOUN,2021,34504244.0,48692.0
CALHOUN,2022,36363011.0,51334.0
CALHOUN,2023,40603809.0,54782.0
CALHOUN,2024,46490043.0,51115.0
CARROLL,2011,64149472.0,62918.0
CARROLL,2012,63925059.0,63440.0
CARROLL,2013,70699412.0,64784.0
CARROLL,2014,84967719.0,87484.0
CARROLL,2015,102401482.0,131349.0
CARROLL,2016,50223048.0,102126.0
CARROLL,2017,70226040.0,92701.0
CARROLL,2018,79896680.0,113965.0
CARROLL,2019,84596807.0,91175.0
CARROLL,2020,79193726.0,80012.0
CARROLL,2021,89241392.0,99548.0
CARROLL,2022,94400830.0,104424.0
CARROLL,2023,97471080.0,106224.0
CARROLL,2024,94283300.0,95528.0
CASS,2011,45800143.0,58714.0
CASS,2012,43696575.0,57115.0
CASS,2013,44046774.0,56777.0
CASS,2014,47874863.0,66068.0
CASS,2015,52199899.0,66439.0
CASS,2016,28287280.0,56417.0
CASS,2017,46865290.0,67522.0
CASS,2018,55687119.0,83551.0
CASS,2019,62553232.0,75032.0
CASS,2020,58873038.0,67608.0
CASS,2021,66609779.0,82717.0
CASS,2022,69704765.0,88359.0
CASS,2023,73295104.0,91764.0
CASS,2024,67983454.0,84651.0
